title,grade,grade_in_symbol,subject,language,language_code,chapter_id,link,thumbnail
Animals and insects,three,3,english,English,en,engaai01,start.html?id=engaai01&lang=en&grade=3,images/thumb/english/Animals-and-Insects-Gr-301.png
Consonant-blends,three,3,english,English,en,engcbs01,start.html?id=engcbs01&lang=en&grade=3,images/grade3/english/consonant-blends-gr3-01.png
म र मेरो परिवार,three,3,nepali,Nepali,ne,nepmmp01,start.html?id=nepmmp01&lang=np&grade=3,images/thumb/nepali/Ma-ra-mero-pariwar-Gr-3-01.png
शैक्षिक भ्रमण,three,3,nepali,Nepali,ne,nepedt01,start.html?id=nepedt01&lang=np&grade=3,images/thumb/nepali/educational_tour_outer_thumbnail.png
राम्रो बानी बसालौँ,three,3,nepali,Nepali,ne,neprbb01,start.html?id=neprbb01&lang=np&grade=3,images/thumb/nepali/ramro_baani_basaalauu_gr301.png
अचम्मका साथी,three,3,nepali,Nepali,ne,nepaks01,start.html?id=nepaks01&lang=np&grade=3,images/thumb/nepali/achamba_ka_saathi-Gr-301.png
खेतीवाल,three,3,nepali,Nepali,ne,nepkht01,start.html?id=nepkht01&lang=np&grade=3,images/thumb/nepali/Khetiwal-Gr-3-01.png
घडी,three,3,nepali,Nepali,ne,nepgad01,start.html?id=nepgad01&lang=np&grade=3,images/thumb/nepali/Ghadi-Gr-3-01.png
असल साथी,three,3,nepali,Nepali,ne,nepass01,start.html?id=nepass01&lang=np&grade=3,images/thumb/nepali/aasal-saathi-Gr-3-01.png
गाउँखाने कथा,three,3,nepali,Nepali,ne,nepgkk01,start.html?id=nepgkk01&lang=np&grade=3,images/thumb/nepali/Gau-Khane-Katha-Gr-3-01.png
नामको अर्थ,three,3,nepali,Nepali,ne,nepkku01,start.html?id=nepkku01&lang=np&grade=3,images/thumb/nepali/Kale-Kumale-Gr-3-01.png
घोडा मेरो छँदै छ,three,3,nepali,Nepali,ne,nepgmc01,start.html?id=nepgmc01&lang=np&grade=3,images/thumb/nepali/ghoda-mero-chadai-xa-gr3_01.png
हाम्रो हाटबजार,three,3,nepali,Nepali,ne,nephhb01,start.html?id=nephhb01&lang=np&grade=3,images/thumb/nepali/Hamro-haat-bazaar-Gr-3-01.png
हजुरबाको अर्ती,three,3,nepali,Nepali,ne,nephup01,start.html?id=nephup01&lang=np&grade=3,images/thumb/nepali/hajur-ba-ko-aarti-Gr-301.png
धो-ताराप उपत्यका,three,3,nepali,Nepali,ne,nepght01,start.html?id=nepght01&lang=np&grade=3,images/thumb/nepali/dho_tarap_gr301.png
रमाइलो शनिवार,three,3,nepali,Nepali,ne,neprms01,start.html?id=neprms01&lang=np&grade=3,images/thumb/nepali/outer_thumbnai_ramailo_sanibarl.png
मामाघर,three,3,nepali,Nepali,ne,nepmgh01,start.html?id=nepmgh01&lang=np&grade=3,images/thumb/nepali/mamaghar_outside_thumbnail.png
चिह्‍नको प्रयोग,three,3,nepali,Nepali,ne,nepckp01,start.html?id=nepckp01&lang=np&grade=3,images/thumb/nepali/Chinha_ko_prayog.png
सञ्‍चार,three,3,nepali,Nepali,ne,nepsch01,start.html?id=nepsch01&lang=np&grade=3,images/thumb/nepali/sanchar_thumb.png
Angles,four,4,math,English,en,matang01,start.html?id=matang01&lang=en&grade=4,images/thumb/math/angle_gr401.png
Solid shapes,four,4,math,English,en,matcub01,start.html?id=matcub01&lang=en&grade=4,images/grade4/maths/solid-shapes---gr-4-01.png
Rounding off numbers,four,4,math,English,en,matron01,start.html?id=matron01&lang=en&grade=4,images/grade4/maths/Rounding-off-Gr-4-01.png
Fraction,four,4,math,English,en,matfcc01,start.html?id=matfcc01&lang=en&grade=4,images/grade4/maths/Fraction--Gr-4-01.png
Comparing Fractions,four,4,math,English,en,matcfr01,start.html?id=matcfr01&lang=en&grade=4,images/thumb/math/comparing_fraction.png
Mixed Numbers,four,4,math,English,en,matmfr01,start.html?id=matmfr01&lang=en&grade=4,images/thumb/math/mixed_fraction.png
Percentage,four,4,math,English,en,matpe401,start.html?id=matpe401&lang=en&grade=4,images/thumb/math/percentage-Gr-4-01.png
Bill and budget,four,4,math,English,en,matbab01,start.html?id=matbab01&lang=en&grade=4,images/thumb/math/bill-and-budget-Gr-4-01.png
Introduction to Algebra,four,4,math,English,en,matag101,start.html?id=matag101&lang=en&grade=4,images/thumb/math/algebra-Gr-4-01.png
Introduction to Algebraic Terms,four,4,math,English,en,matten01,start.html?id=matten01&lang=en&grade=4,images/grade4/maths/algebra-terms-and-expression-gr-4-01.png
Solve Basic Algebraic Equations,four,4,math,English,en,matsba01,start.html?id=matsba01&lang=en&grade=4,images/thumb/math/algebra-Gr-4-01.png
Set,four,4,math,English,en,matst401,start.html?id=matst401&lang=en&grade=4,images/thumb/math/set-Gr-4-01.png
Prime and composite numbers,four,4,math,English,en,matpac01,start.html?id=matpac01&lang=en&grade=4,images/grade4/maths/Prime-and-Composite--Gr-4-01.png
कोणहरू,four,4,math,Nepali,ne,matang01,start.html?id=matang01&lang=np&grade=4,images/thumb/math/angle_gr401.png
ठोस आकृतिहरू,four,4,math,Nepali,ne,matcub01,start.html?id=matcub01&lang=np&grade=4,images/grade4/maths/solid-shapes---gr-4-01.png
सङ्ख्याहरूको शून्यान्त,four,4,math,Nepali,ne,matron01,start.html?id=matron01&lang=np&grade=4,images/grade4/maths/Rounding-off-Gr-4-01.png
भिन्‍न,four,4,math,Nepali,ne,matfcc01,start.html?id=matfcc01&lang=np&grade=4,images/grade4/maths/Fraction--Gr-4-01.png
भिन्‍नहरूको तुलना,four,4,math,Nepali,ne,matcfr01,start.html?id=matcfr01&lang=np&grade=4,images/thumb/math/comparing_fraction.png
मिश्रित सङ्ख्या,four,4,math,Nepali,ne,matmfr01,start.html?id=matmfr01&lang=np&grade=4,images/thumb/math/mixed_fraction.png
प्रतिशत,four,4,math,Nepali,ne,matpe401,start.html?id=matpe401&lang=np&grade=4,images/thumb/math/percentage-Gr-4-01.png
बिल र बजेट,four,4,math,Nepali,ne,matbab01,start.html?id=matbab01&lang=np&grade=4,images/thumb/math/bill-and-budget-Gr-4-01.png
बीजगणितको परिचय,four,4,math,Nepali,ne,matag101,start.html?id=matag101&lang=np&grade=4,images/thumb/math/algebra-Gr-4-01.png
बीजीय पद र अभिव्‍यञ्‍जकको परिचय,four,4,math,Nepali,ne,matten01,start.html?id=matten01&lang=np&grade=4,images/grade4/maths/algebra-terms-and-expression-gr-4-01.png
आधारभूत बीजगणितीय समीकरणहरूको हल,four,4,math,Nepali,ne,matsba01,start.html?id=matsba01&lang=np&grade=4,images/thumb/math/algebra-Gr-4-01.png
समूह,four,4,math,Nepali,ne,matst401,start.html?id=matst401&lang=np&grade=4,images/thumb/math/set-Gr-4-01.png
रूढ र संयुक्त सङ्ख्याहरू,four,4,math,Nepali,ne,matpac01,start.html?id=matpac01&lang=np&grade=4,images/grade4/maths/Prime-and-Composite--Gr-4-01.png
Communication,four,4,science,English,en,scicnn01,start.html?id=scicnn01&lang=en&grade=4,images/thumb/science/communication-new-gr-402.png
Vertebrate and Invertebrates,four,4,science,English,en,scivin01,start.html?id=scivin01&lang=en&grade=4,images/thumb/science/front_thumbnail_vertebrates.png
Oviparous and Viviparous Animals,four,4,science,English,en,sciovn01,start.html?id=sciovn01&lang=en&grade=4,images/thumb/science/thumbnail_egg_laying_outside.png
Animals Found on Land and in Water,four,4,science,English,en,scialw01,start.html?id=scialw01&lang=en&grade=4,images/grade4/science/animals-found-on-land-and-water-Gr-401.png
Plants found on land and in water,four,4,science,English,en,sciplw01,start.html?id=sciplw01&lang=en&grade=4,images/thumb/science/plants_found-in_land-and-water-gr-401.png
Life Processes,four,4,science,English,en,sciafl01,start.html?id=sciafl01&lang=en&grade=4,images/thumb/science/life-processes-Gr-401.png
Different Stages of Plants,four,4,science,English,en,scistp01,start.html?id=scistp01&lang=en&grade=4,images/grade4/science/Different-stages-of-plant-Gr-4-01.png
Matter,four,4,science,English,en,scimat01,start.html?id=scimat01&lang=en&grade=4,images/grade4/science/matters_1.png
States of Matter,four,4,science,English,en,scimtn01,start.html?id=scimtn01&lang=en&grade=4,images/grade4/science/matters_new_1.png
Conductivity,four,4,science,English,en,scicdt01,start.html?id=scicdt01&lang=en&grade=4,images/thumb/science/thumbnail_conductivity_new.png
Magnet,four,4,science,English,en,scimgs01,start.html?id=scimgs01&lang=en&grade=4,images/grade6/science/Magnet-New-Gr-6-01.png
Energy,four,4,science,English,en,scieyy01,start.html?id=scieyy01&lang=en&grade=4,images/thumb/science/Energy-Gr-401.png
Sources of Electricity,four,4,science,English,en,sciel101,start.html?id=sciel101&lang=en&grade=4,images/thumb/science/sources_of_electricity-Gr-601.png
The Earth,four,4,science,English,en,scitea01,start.html?id=scitea01&lang=en&grade=4,images/thumb/science/the-earth-gr-401.png
Solar System,four,4,science,English,en,scisos01,start.html?id=scisos01&lang=en&grade=4,images/grade4/science/solar_system_1.png
Local technology,four,4,science,English,en,scilte01,start.html?id=scilte01&lang=en&grade=4,images/thumb/science/Local-technology-gr4-01.png
Water Cycle,four,4,science,English,en,sciwtn01,start.html?id=sciwtn01&lang=en&grade=4,images/thumb/science/water_cycle_outside_thumb.png
सञ्‍चार,four,4,science,Nepali,ne,scicnn01,start.html?id=scicnn01&lang=np&grade=4,images/thumb/science/communication-new-gr-402.png
मेरुदण्ड भएका र नभएका जनावरहरू,four,4,science,Nepali,ne,scivin01,start.html?id=scivin01&lang=np&grade=4,images/thumb/science/front_thumbnail_vertebrates.png
फुल पार्ने कि बच्चा जन्माउने?,four,4,science,Nepali,ne,sciovn01,start.html?id=sciovn01&lang=np&grade=4,images/thumb/science/thumbnail_egg_laying_outside.png
पानीमा बस्ने र जमिनमा बस्ने जनावरहरू,four,4,science,Nepali,ne,scialw01,start.html?id=scialw01&lang=np&grade=4,images/grade4/science/animals-found-on-land-and-water-Gr-401.png
जमिन र पानीमा पाइने बिरुवाहरू,four,4,science,Nepali,ne,sciplw01,start.html?id=sciplw01&lang=np&grade=4,images/thumb/science/plants_found-in_land-and-water-gr-401.png
जीवन प्रक्रिया,four,4,science,Nepali,ne,sciafl01,start.html?id=sciafl01&lang=np&grade=4,images/thumb/science/life-processes-Gr-401.png
बिरुवाका विकासका चरणहरू,four,4,science,Nepali,ne,scistp01,start.html?id=scistp01&lang=np&grade=4,images/grade4/science/Different-stages-of-plant-Gr-4-01.png
पदार्थ,four,4,science,Nepali,ne,scimat01,start.html?id=scimat01&lang=np&grade=4,images/grade4/science/matters_1.png
पदार्थको अवस्था,four,4,science,Nepali,ne,scimtn01,start.html?id=scimtn01&lang=np&grade=4,images/grade4/science/matters_new_1.png
चालकता,four,4,science,Nepali,ne,scicdt01,start.html?id=scicdt01&lang=np&grade=4,images/thumb/science/thumbnail_conductivity_new.png
चुम्बक,four,4,science,Nepali,ne,scimgs01,start.html?id=scimgs01&lang=np&grade=4,images/grade6/science/Magnet-New-Gr-6-01.png
शक्ति,four,4,science,Nepali,ne,scieyy01,start.html?id=scieyy01&lang=np&grade=4,images/thumb/science/Energy-Gr-401.png
विद्युतीय स्रोतहरू,four,4,science,Nepali,ne,sciel101,start.html?id=sciel101&lang=np&grade=4,images/thumb/science/sources_of_electricity-Gr-601.png
पृथ्वी,four,4,science,Nepali,ne,scitea01,start.html?id=scitea01&lang=np&grade=4,images/thumb/science/the-earth-gr-401.png
सौर्यमण्डल,four,4,science,Nepali,ne,scisos01,start.html?id=scisos01&lang=np&grade=4,images/grade4/science/solar_system_1.png
स्थानीय प्रविधि,four,4,science,Nepali,ne,scilte01,start.html?id=scilte01&lang=np&grade=4,images/thumb/science/Local-technology-gr4-01.png
जलचक्र,four,4,science,Nepali,ne,sciwtn01,start.html?id=sciwtn01&lang=np&grade=4,images/thumb/science/water_cycle_outside_thumb.png
"Habits, facts and time",four,4,english,English,en,enghft01,start.html?id=enghft01&lang=en&grade=4,images/thumb/english/Habits-facts-and-time-gr401.png
Habits and frequency,four,4,english,English,en,enghaf01,start.html?id=enghaf01&lang=en&grade=4,images/thumb/english/Habits-and-frequency-gr401.png
Reading Timetable,four,4,english,English,en,engrtt01,start.html?id=engrtt01&lang=en&grade=4,images/grade4/english/reading-time-tables-gr401.png
Tell the time,four,4,english,English,en,engttt01,start.html?id=engttt01&lang=en&grade=4,images/thumb/english/Tell-the-time-gr4-01.png
Giving directions,four,4,english,English,en,enggid01,start.html?id=enggid01&lang=en&grade=4,images/thumb/english/giving-directions-gr4-01.png
Present and past,four,4,english,English,en,engden01,start.html?id=engden01&lang=en&grade=4,images/grade4/english/Present-and-Past-Gr-4-01.png
How many / How much,four,4,english,English,en,englr201,start.html?id=englr201&lang=en&grade=4,images/thumb/english/How-many-how-much--Gr-4-01.png
Expressing Knowledge,four,4,english,English,en,engekw01,start.html?id=engekw01&lang=en&grade=4,images/thumb/english/Expressing-Knowledge-gr401.png
Expressing Obligations,four,4,english,English,en,engeos01,start.html?id=engeos01&lang=en&grade=4,images/thumb/english/expressing-obligations-gr401.png
Warning,four,4,english,English,en,engwrn01,start.html?id=engwrn01&lang=en&grade=4,images/thumb/english/warning-gr401.png
Conjunction,four,4,english,English,en,engcon01,start.html?id=engcon01&lang=en&grade=4,images/thumb/english/conjunction--Gr-4-01.png
My Mother,four,4,english,English,en,engmom01,start.html?id=engmom01&lang=en&grade=4,images/thumb/english/My-mother-gr4-01.png
Dive - An adventure story,four,4,english,English,en,engads01,start.html?id=engads01&lang=en&grade=4,images/grade4/english/dive-adventurestory-gr4-01.png
Avani and the Pea Plant,four,4,english,English,en,engatp01,start.html?id=engatp01&lang=en&grade=4,images/thumb/english/avani-and-the-pea-plant--gr401.png
Mother Teresa,four,4,english,English,en,engmot01,start.html?id=engmot01&lang=en&grade=4,images/thumb/english/Mother-teresa--gr4-01.png
Three little pigs,four,4,english,English,en,engtlp01,start.html?id=engtlp01&lang=en&grade=4,images/thumb/english/three-little-pig-gr401.png
Punctuation,four,4,english,English,en,engpun01,start.html?id=engpun01&lang=en&grade=4,images/thumb/english/Punctuation-gr4-01.png
Writing letters,four,4,english,English,en,engwlt01,start.html?id=engwlt01&lang=en&grade=4,images/thumb/english/writing-letters-gr-4-01.png
Ordinal numbers,four,4,english,English,en,engoln01,start.html?id=engoln01&lang=en&grade=4,images/thumb/english/Ordinal-number-gr401.png
पाप लाग्छ,four,4,nepali,Nepali,ne,neppap01,start.html?id=neppap01&lang=np&grade=4,images/thumb/nepali/paap_laagcha_gr401.png
पढ्ने बानी,four,4,nepali,Nepali,ne,neppad01,start.html?id=neppad01&lang=np&grade=4,images/thumb/nepali/padha_ne-baani_gr401.png
गाईजात्रा,four,4,nepali,Nepali,ne,nepgjt01,start.html?id=nepgjt01&lang=np&grade=4,images/thumb/nepali/gaijatra_gr401.png
जैविक खेती,four,4,nepali,Nepali,ne,nepjkt01,start.html?id=nepjkt01&lang=np&grade=4,images/thumb/nepali/javik_khati_gr401.png
पोस्टर र भित्‍तेपात्रो,four,4,nepali,Nepali,ne,nepprv01,start.html?id=nepprv01&lang=np&grade=4,images/thumb/nepali/poster_and_bhite_patro_gr401.png
एकवचन र बहुवचन,four,4,nepali,Nepali,ne,nepeyb01,start.html?id=nepeyb01&lang=np&grade=4,images/thumb/nepali/eakbachan_bahubachan_gr401.png
पुलिङ्ग र स्त्रीलिङ्ग,four,4,nepali,Nepali,ne,neppre01,start.html?id=neppre01&lang=np&grade=4,images/thumb/nepali/strilinga-pulinga-Gr-401.png
भाइ आयो? भाइ आयो।,four,4,nepali,Nepali,ne,nepbay01,start.html?id=nepbay01&lang=np&grade=4,images/thumb/nepali/bhai_aayo_gr401.png
मकैको रोटी,four,4,nepali,Nepali,ne,nepchs01,start.html?id=nepchs01&lang=np&grade=4,images/thumb/nepali/chushke_ra_choshke-Gr401.png
चिह्‍नको प्रयोग,four,4,nepali,Nepali,ne,neppun01,start.html?id=neppun01&lang=np&grade=4,images/thumb/nepali/china-ko-parayog-Gr-401.png
चिठी लेखन,four,4,nepali,Nepali,ne,nepltr01,start.html?id=nepltr01&lang=np&grade=4,images/thumb/nepali/chithi-lekhan-Gr-401.png
Measurement of angles,five,5,math,English,en,matmoa01,start.html?id=matmoa01&lang=en&grade=5,images/grade5/math/measuring-angle-gr-5-01.png
Fraction,five,5,math,English,en,matfrc01,start.html?id=matfrc01&lang=en&grade=5,images/grade5/math/fraction-mulitplication--gr-5-01.png
Percentage,five,5,math,English,en,matpe401,start.html?id=matpe401&lang=en&grade=5,images/thumb/math/percentage-Gr-501.png
Mixed Word Problems,five,5,math,English,en,matmwp01,start.html?id=matmwp01&lang=en&grade=5,images/thumb/math/mixed_word_problems_gr-501.png
Area,five,5,math,English,en,matare01,start.html?id=matare01&lang=en&grade=5,images/grade5/math/area--gr-5-01.png
Bill and budget,five,5,math,English,en,matbab01,start.html?id=matbab01&lang=en&grade=5,images/thumb/math/bill-and-budget-Gr-5-01.png
Algebraic Terms and Expressions,five,5,math,English,en,mattee01,start.html?id=mattee01&lang=en&grade=5,images/grade4/maths/algebra-terms-and-expression-gr-4-01.png
Simplifying Algebraic Expressions,five,5,math,English,en,mataep01,start.html?id=mataep01&lang=en&grade=5,images/thumb/math/algebric-expressions-(part-i)-Gr-501.png
Like and Unlike Algebraic Terms,five,5,math,English,en,matlut01,start.html?id=matlut01&lang=en&grade=5,images/thumb/math/algebra-like-and-unlike-terms-gr-401.png
Algebraic Equations,five,5,math,English,en,matag501,start.html?id=matag501&lang=en&grade=5,images/thumb/math/algebra-Gr-4-01.png
Applications of equations,five,5,math,English,en,mataoe01,start.html?id=mataoe01&lang=en&grade=5,images/thumb/math/applications-of-equationsGr-501.png
Set,five,5,math,English,en,matst501,start.html?id=matst501&lang=en&grade=5,images/thumb/math/set-Gr-5-01.png
Simple interest,five,5,math,English,en,matsis01,start.html?id=matsis01&lang=en&grade=5,images/thumb/math/simple-interest-Gr-501.png
Unitary Method,five,5,math,English,en,matumd01,start.html?id=matumd01&lang=en&grade=5,images/thumb/math/unitary-method-gr-5-01.png
कोणहरूको नाप,five,5,math,Nepali,ne,matmoa01,start.html?id=matmoa01&lang=np&grade=5,images/grade5/math/measuring-angle-gr-5-01.png
भिन्‍न,five,5,math,Nepali,ne,matfrc01,start.html?id=matfrc01&lang=np&grade=5,images/grade5/math/fraction-mulitplication--gr-5-01.png
प्रतिशत,five,5,math,Nepali,ne,matpe401,start.html?id=matpe401&lang=np&grade=5,images/thumb/math/percentage-Gr-501.png
शाब्दिक समस्या,five,5,math,Nepali,ne,matmwp01,start.html?id=matmwp01&lang=np&grade=5,images/thumb/math/mixed_word_problems_gr-501.png
क्षेत्रफल,five,5,math,Nepali,ne,matare01,start.html?id=matare01&lang=np&grade=5,images/grade5/math/area--gr-5-01.png
बिल र बजेट,five,5,math,Nepali,ne,matbab01,start.html?id=matbab01&lang=np&grade=5,images/thumb/math/bill-and-budget-Gr-5-01.png
बीजीय पद र अभिव्‍यञ्‍जक,five,5,math,Nepali,ne,mattee01,start.html?id=mattee01&lang=np&grade=5,images/grade4/maths/algebra-terms-and-expression-gr-4-01.png
बीजीय अभिव्‍यञ्‍जकको सरलीकरण,five,5,math,Nepali,ne,mataep01,start.html?id=mataep01&lang=np&grade=5,images/thumb/math/algebric-expressions-(part-i)-Gr-501.png
बीजगणितीय सजातीय र विजातीय पदहरू,five,5,math,Nepali,ne,matlut01,start.html?id=matlut01&lang=np&grade=5,images/thumb/math/algebra-like-and-unlike-terms-gr-401.png
बीजीय समीकरण,five,5,math,Nepali,ne,matag501,start.html?id=matag501&lang=np&grade=5,images/thumb/math/algebra-Gr-4-01.png
बीजीय समीकरणको प्रयोग,five,5,math,Nepali,ne,mataoe01,start.html?id=mataoe01&lang=np&grade=5,images/thumb/math/applications-of-equationsGr-501.png
समूह,five,5,math,Nepali,ne,matst501,start.html?id=matst501&lang=np&grade=5,images/thumb/math/set-Gr-5-01.png
साधारण ब्याज,five,5,math,Nepali,ne,matsis01,start.html?id=matsis01&lang=np&grade=5,images/thumb/math/simple-interest-Gr-501.png
ऐकिक नियम,five,5,math,Nepali,ne,matumd01,start.html?id=matumd01&lang=np&grade=5,images/thumb/math/unitary-method-gr-5-01.png
Measurement,five,5,science,English,en,scimes01,start.html?id=scimes01&lang=en&grade=5,images/main/science/Grade7/Measurement.png
Communication,five,5,science,English,en,scicun01,start.html?id=scicun01&lang=en&grade=5,images/thumb/science/communication-gr-01.png
Classification of vertebrates,five,5,science,English,en,scivcn01,start.html?id=scivcn01&lang=en&grade=5,images/thumb/science/cov-Gr-5-01.png
Parts of a plant,five,5,science,English,en,scipfp01,start.html?id=scipfp01&lang=en&grade=5,images/thumb/science/parts_of_plant_outer_thumbnail.png
Parts of a flower,five,5,science,English,en,scipof01,start.html?id=scipof01&lang=en&grade=5,images/grade5/sci/parts-of-flower-gr-5-01.png
Monocots and Dicots,five,5,science,English,en,scimad01,start.html?id=scimad01&lang=en&grade=5,images/grade5/sci/mono_dico_thumbnail.png
Life processes of a plant,five,5,science,English,en,scilpf01,start.html?id=scilpf01&lang=en&grade=5,images/thumb/science/Thumb_lifeprocessnew.png
Life cycle of a butterfly,five,5,science,English,en,scibuf01,start.html?id=scibuf01&lang=en&grade=5,images/grade5/sci/life-cycle-of-butterfly-Gr-5-01.png
Effects of Heat,five,5,science,English,en,sciefh01,start.html?id=sciefh01&lang=en&grade=5,images/thumb/science/effects-of-heat-Gr-601.png
Light,five,5,science,English,en,scilit01,start.html?id=scilit01&lang=en&grade=5,images/grade6/science/light-Gr-6_01.png
Source of light,five,5,science,English,en,scilig01,start.html?id=scilig01&lang=en&grade=5,images/main/science/Grade7/Lights.png
Mixture,five,5,science,English,en,scimit01,start.html?id=scimit01&lang=en&grade=5,images/grade5/sci/mixure_outer_thumnail.png
Electrical Circuit,five,5,science,English,en,sciezl01,start.html?id=sciezl01&lang=en&grade=5,images/thumb/science/electricity_II-Gr-601.png
Weather,five,5,science,English,en,sciwtr01,start.html?id=sciwtr01&lang=en&grade=5,images/thumb/science/Weatehr-Gr-501.png
Conservation of the Environment,five,5,science,English,en,scicoe01,start.html?id=scicoe01&lang=en&grade=5,images/thumb/science/conservation-of-environment-Gr-5-01.png
Human activities and environment,five,5,science,English,en,scihae01,start.html?id=scihae01&lang=en&grade=5,images/grade5/sci/human-activities-and-environment-Gr-5-01.png
नाप,five,5,science,Nepali,ne,scimes01,start.html?id=scimes01&lang=np&grade=5,images/main/science/Grade7/Measurement.png
सूचना र सञ्चार,five,5,science,Nepali,ne,scicun01,start.html?id=scicun01&lang=np&grade=5,images/thumb/science/communication-gr-01.png
मेरुदण्ड भएका जनावरको वर्गीकरण,five,5,science,Nepali,ne,scivcn01,start.html?id=scivcn01&lang=np&grade=5,images/thumb/science/cov-Gr-5-01.png
बिरुवाका विभिन्‍न भागहरू,five,5,science,Nepali,ne,scipfp01,start.html?id=scipfp01&lang=np&grade=5,images/thumb/science/parts_of_plant_outer_thumbnail.png
फूलका विभिन्‍न भागहरू,five,5,science,Nepali,ne,scipof01,start.html?id=scipof01&lang=np&grade=5,images/grade5/sci/parts-of-flower-gr-5-01.png
एकदलिय र दुईदलिय बिरुवा,five,5,science,Nepali,ne,scimad01,start.html?id=scimad01&lang=np&grade=5,images/grade5/sci/mono_dico_thumbnail.png
बिरुवाको जीवन प्रक्रिया,five,5,science,Nepali,ne,scilpf01,start.html?id=scilpf01&lang=np&grade=5,images/thumb/science/Thumb_lifeprocessnew.png
पुतलीको जीवनचक्र,five,5,science,Nepali,ne,scibuf01,start.html?id=scibuf01&lang=np&grade=5,images/grade5/sci/life-cycle-of-butterfly-Gr-5-01.png
तापका असरहरू,five,5,science,Nepali,ne,sciefh01,start.html?id=sciefh01&lang=np&grade=5,images/thumb/science/effects-of-heat-Gr-601.png
प्रकाशका स्रोतहरू,five,5,science,Nepali,ne,scilit01,start.html?id=scilit01&lang=np&grade=5,images/grade6/science/light-Gr-6_01.png
प्रकाशका स्रोतहरू,five,5,science,Nepali,ne,scilig01,start.html?id=scilig01&lang=np&grade=5,images/main/science/Grade7/Lights.png
मिश्रण,five,5,science,Nepali,ne,scimit01,start.html?id=scimit01&lang=np&grade=5,images/grade5/sci/mixure_outer_thumnail.png
विद्युत परिपथ,five,5,science,Nepali,ne,sciezl01,start.html?id=sciezl01&lang=np&grade=5,images/thumb/science/electricity_II-Gr-601.png
मौसम,five,5,science,Nepali,ne,sciwtr01,start.html?id=sciwtr01&lang=np&grade=5,images/thumb/science/Weatehr-Gr-501.png
वातावरण संरक्षण,five,5,science,Nepali,ne,scicoe01,start.html?id=scicoe01&lang=np&grade=5,images/thumb/science/conservation-of-environment-Gr-5-01.png
मानव क्रियाकलाप र वातावरण,five,5,science,Nepali,ne,scihae01,start.html?id=scihae01&lang=np&grade=5,images/grade5/sci/human-activities-and-environment-Gr-5-01.png
Possessive pronouns,five,5,english,English,en,engpip01,start.html?id=engpip01&lang=en&grade=5,images/thumb/english/Possessive-pronouns-gr501.png
Describing locations,five,5,english,English,en,engdlc01,start.html?id=engdlc01&lang=en&grade=5,images/thumb/english/Describing-Locations-gr5-01.png
Expressing Reasons,five,5,english,English,en,engexr01,start.html?id=engexr01&lang=en&grade=5,images/thumb/english/expressing-reasons-gr501.png
Expressing wants,five,5,english,English,en,engepw01,start.html?id=engepw01&lang=en&grade=5,images/thumb/english/expressing-wants-gr501.png
Describing People,five,5,english,English,en,engdsp01,start.html?id=engdsp01&lang=en&grade=5,images/thumb/english/Describing-People-gr501.png
Talking about future,five,5,english,English,en,engtaf01,start.html?id=engtaf01&lang=en&grade=5,images/thumb/english/Talking-about-future-gr5-01.png
Tag questions,five,5,english,English,en,engtqs01,start.html?id=engtqs01&lang=en&grade=5,images/thumb/english/tag-questions-gr501.png
Seasons and time,five,5,english,English,en,engsat01,start.html?id=engsat01&lang=en&grade=5,images/thumb/english/Seasons-and-time-gr501.png
Reading menus,five,5,english,English,en,engrdm01,start.html?id=engrdm01&lang=en&grade=5,images/thumb/english/reading-menu-gr501.png
Gaurika and Mira,five,5,english,English,en,enggsm01,start.html?id=enggsm01&lang=en&grade=5,images/thumb/english/gaurika-and-mira-gr5-01.png
Little Red Riding Hood : Part I,five,5,english,English,en,englrh01,start.html?id=englrh01&lang=en&grade=5,images/grade5/eng/lrrhood-part-1-gr-5-01.png
Little Red Riding Hood : Part II,five,5,english,English,en,englr201,start.html?id=englr201&lang=en&grade=5,images/grade5/eng/lrrhood-part-2-gr-5-01.png
Reading diagrams,five,5,english,English,en,engred01,start.html?id=engred01&lang=en&grade=5,images/thumb/english/reading-diagrams-gr5-01.png
Introduction to Sets,six,6,math,English,en,matstn01,start.html?id=matstn01&lang=en&grade=6,images/thumb/math/sets6_thumbnail.png
The Number System,six,6,math,English,en,mattns01,start.html?id=mattns01&lang=en&grade=6,images/thumb/math/the_number_system_gr601.png
Prime Factorization,six,6,math,English,en,matprf01,start.html?id=matprf01&lang=en&grade=6,images/thumb/math/prime_factorization_gr601.png
Profit and loss,six,6,math,English,en,matpal01,start.html?id=matpal01&lang=en&grade=6,images/thumb/math/Profit-and-loss-Gr-6-01.png
Unitary method,six,6,math,English,en,matunm01,start.html?id=matunm01&lang=en&grade=6,images/thumb/math/Unitary-Method-Gr-6-01.png
Simple Interest,six,6,math,English,en,matsdb01,start.html?id=matsdb01&lang=en&grade=6,images/grade6/math/simple-interest-gr-6-01.png
Perimeter and area,six,6,math,English,en,matpaa01,start.html?id=matpaa01&lang=en&grade=6,images/thumb/math/perimeter-and-area-Gr-6-01.png
Introduction to Exponents,six,6,math,English,en,matexn01,start.html?id=matexn01&lang=en&grade=6,images/thumb/math/exponents_6/thumbnail.png
